"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","Category","id"
"Claire of the Moon",1992,107,130000,4.1,208,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,"",0,0,0,1,0,1,0,"Drama",3157
"Class of 1984",1982,98,4300000,5.5,662,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",1,0,0,1,0,0,0,"Drama",3158
"Claudine's Return",1998,91,2e+06,3.8,80,24.5,14.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0,"Drama",3159
"Clay Pigeons",1998,104,8e+06,6.4,2658,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3160
"Clean, Shaven",1994,79,60000,6.8,370,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,"",0,0,0,1,0,0,0,"Drama",3161
"Clear and Present Danger",1994,141,6.5e+07,6.8,13025,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,0,1,0,0,0,"Drama",3162
"Cleopatra",1917,125,5e+05,9.3,25,4.5,0,0,4.5,0,0,0,4.5,4.5,74.5,"",0,0,0,1,0,0,0,"Drama",3163
"Cleopatra",1963,320,4.4e+07,6.6,2612,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0,"Drama",3164
"Clerks.",1994,92,230000,7.9,39927,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",0,0,1,1,0,0,0,"Drama",3165
"Climb, The",2002,98,2500000,5.2,83,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,24.5,"PG",1,0,0,1,0,0,0,"Drama",3166
"Clock, The",1945,90,1324000,7.3,390,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Drama",3167
"Clockers",1995,129,2.5e+07,6.8,3099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3168
"Clockwork Orange, A",1971,137,2200000,8.3,65283,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0,"Drama",3169
"Close Encounters of the Third Kind",1977,137,2e+07,7.7,26304,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3170
"Clown in Babylon, A",1999,105,150000,7.8,5,24.5,0,0,0,0,0,0,0,44.5,44.5,"",0,0,0,1,0,0,0,"Drama",3171
"Coach Carter",2005,136,3e+07,6.6,1636,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0,"Drama",3172
"Code 46",2003,92,7500000,6.4,2094,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Drama",3173
"Cog",2004,5,4000,9.6,9,0,0,0,0,0,0,0,24.5,0,74.5,"",0,0,0,1,0,0,1,"Drama",3174
"Coil",2001,79,12000,7.8,12,4.5,0,0,0,0,4.5,4.5,34.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3175
"Cold Mountain",2003,152,8.3e+07,7.4,15712,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Drama",3176
"Collateral",2004,120,6.5e+07,7.7,24499,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3177
"College Coach",1933,76,245000,5.2,55,4.5,4.5,4.5,14.5,4.5,4.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3178
"Color Purple, The",1985,154,1.5e+07,7.6,10599,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3179
"Color of Money, The",1986,119,1e+07,6.8,9095,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3180
"Color of Night",1994,133,4e+07,4.7,4646,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Drama",3181
"Combat Shock",1986,92,40000,5.6,237,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3182
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982,109,850000,6.9,607,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3183
"Command Decision",1948,112,3700000,7.5,262,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3184
"Commandments",1997,88,5e+06,5.4,468,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Drama",3185
"Committed",2000,98,3e+06,5.2,739,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3186
"Company, The",2003,112,1.5e+07,6.2,1505,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0,"Drama",3187
"Condemned",1929,86,6e+05,5.7,38,0,4.5,0,14.5,4.5,24.5,14.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3188
"Confession, The",1999,114,4e+06,5.8,519,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3189
"Confessions of a Dangerous Mind",2002,113,2.9e+07,7.1,11487,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3190
"Confessions of a Nazi Spy",1939,104,1500000,6.6,126,0,0,4.5,4.5,4.5,24.5,34.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3191
"Confidence",2003,97,1.5e+07,6.8,6168,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3192
"Conformista, Il",1970,115,750000,7.7,1348,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0,"Drama",3193
"Connecting Dots",2003,95,5e+05,7.7,6,0,0,0,14.5,0,14.5,14.5,0,14.5,34.5,"",0,0,1,1,0,0,0,"Drama",3194
"Connection, The",1962,110,167000,7.3,34,0,0,0,4.5,0,14.5,14.5,24.5,24.5,14.5,"",0,0,0,1,0,0,0,"Drama",3195
"Conquest",1937,113,2732000,6.7,163,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Drama",3196
"Conspiracy Theory",1997,135,7.5e+07,6.4,15470,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Drama",3197
"Constantine",2005,121,1e+08,6.4,11633,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",1,0,0,1,0,0,0,"Drama",3198
"Contact",1997,153,9e+07,7.3,36390,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,0,1,0,0,0,"Drama",3199
"Contender, The",2000,126,9e+06,6.9,7023,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3200
"Conversation, The",1974,113,1600000,8.1,10260,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0,"Drama",3201
"Cool Hot Rod, The",1953,26,1000,3.9,5,0,24.5,0,0,44.5,44.5,0,0,0,0,"",0,0,0,1,0,0,1,"Drama",3202
"Cool as Ice",1991,100,6e+06,2.4,1280,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"",0,0,1,1,0,1,0,"Drama",3203
"Cop Land",1997,116,1.5e+07,6.7,12677,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3204
"Copycat",1995,123,2e+07,6.5,7804,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3205
"Coquette",1929,76,489106,4.9,90,4.5,4.5,14.5,14.5,14.5,4.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3206
"Core, The",2003,135,7.4e+07,5.4,7860,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Drama",3207
"Coronel no tiene quien le escriba, El",1999,122,3e+06,6.9,265,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3208
"Cotton Club, The",1984,127,4.7e+07,6.2,2663,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3209
"Cotton Mary",1999,124,3500000,5.3,164,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3210
"Count of Monte Cristo, The",2002,134,3.5e+07,7.4,13907,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0,"Drama",3211
"Country of My Skull",2004,104,1.2e+07,5.1,194,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0,"Drama",3212
"Courage Under Fire",1996,117,4.6e+07,6.7,8884,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Drama",3213
"Cowboy and the Lady, The",1938,91,1500000,6.3,110,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,"",0,0,1,1,0,1,0,"Drama",3214
"Cowboys & Angels",2003,89,2e+06,7.5,206,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0,"Drama",3215
"Coyote Ugly",2000,100,4.5e+07,5.4,13221,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Drama",3216
"Cradle Will Rock",1999,132,3.2e+07,6.7,3375,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3217
"Craft, The",1996,101,1.5e+07,5.9,9187,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3218
"Craig's Wife",1936,73,3e+05,7.8,54,0,0,0,4.5,4.5,4.5,34.5,34.5,14.5,4.5,"",0,0,0,1,0,0,0,"Drama",3219
"Crash",2004,113,6500000,8.3,1660,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,45.5,"R",0,0,0,1,0,0,0,"Drama",3220
"Crazies, The",1973,103,275000,5.7,669,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0,"Drama",3221
"Crazy in Alabama",1999,111,1.5e+07,6.1,2086,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,"PG-13",0,0,1,1,0,0,0,"Drama",3222
"Crazy-Quilt, The",1966,75,250000,4.2,16,0,0,4.5,4.5,14.5,0,0,4.5,14.5,45.5,"",0,0,0,1,0,0,0,"Drama",3223
"Crazy/Beautiful",2001,135,1.4e+07,6.5,4503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Drama",3224
"Cremaster 2",1999,79,1700000,6.5,152,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3225
"Crimen del padre Amaro, El",2002,118,1800000,7,2469,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Drama",3226
"Crimes and Misdemeanors",1989,104,1.9e+07,7.9,7302,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,0,0,"Drama",3227
"Crimson Tide",1995,116,5.3e+07,7.1,14033,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,1,0,0,0,"Drama",3228
"Crisis",1950,95,1616455,6.2,195,0,0,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3229
"Critical Care",1997,107,1.2e+07,5.8,397,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3230
"Crocodile Dundee in Los Angeles",2001,92,2.5e+07,4.7,2698,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0,"Drama",3231
"Crooklyn",1994,115,1.4e+07,6.2,1112,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,1,0,0,0,"Drama",3232
"Cross of Iron",1977,119,6e+06,7.3,2587,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,0,1,0,0,0,"Drama",3233
"Crossfire",1947,86,250000,7.6,593,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,"",0,0,0,1,0,0,0,"Drama",3234
"Crossroads",2002,93,1.2e+07,3.1,8546,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Drama",3235
"Crow: Salvation, The",2000,102,2.5e+07,4.9,1383,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0,"Drama",3236
"Cruel Intentions",1999,97,1.1e+07,6.5,25634,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Drama",3237
"Crutch",2004,88,5e+05,6.2,12,4.5,0,0,0,0,14.5,0,14.5,0,45.5,"",0,0,0,1,0,0,0,"Drama",3238
"Curly Sue",1991,101,3e+07,4.7,2097,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,1,0,0,0,"Drama",3239
"Curse of Frankenstein, The",1957,83,5e+05,6.8,648,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3240
"Curse of the Jade Scorpion, The",2001,103,2.6e+07,6.8,5846,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,"Drama",3241
"D-Tox",2002,92,5.5e+07,4.7,2742,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3242
"Daddy and Them",2001,101,4e+06,5,364,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3243
"Daddy-O",1958,74,1e+05,2.5,158,34.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3244
"Daisy Miller",1974,91,2e+06,5.5,172,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3245
"Damaged Lives",1933,61,10000,4.2,14,24.5,4.5,24.5,0,24.5,0,4.5,4.5,4.5,0,"",0,0,0,1,0,0,0,"Drama",3246
"Damned, The",1963,96,5e+05,7,130,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3247
"Dances with Wolves",1990,236,1.9e+07,7.8,28561,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3248
"Dancing in September",2000,102,850000,6.4,166,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3249
"Dangerous Liaisons",1988,119,1.4e+07,7.6,12559,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Drama",3250
"Dangerous Lives of Altar Boys, The",2002,105,1.2e+07,7.2,3274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3251
"Dangerous Money",1946,66,75000,6.2,88,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0,"Drama",3252
"Dangerous Stranger, The",1950,10,1000,3.6,14,24.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,0,4.5,"",0,0,0,1,0,0,1,"Drama",3253
"Dante's Inferno",1935,88,748900,6.6,80,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,"",0,0,0,1,0,0,0,"Drama",3254
"Dante's Peak",1997,104,1.04e+08,5.6,9203,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Drama",3255
"Dark Alibi",1946,61,75000,7,83,0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0,"Drama",3256
"Dark Blue",2002,118,1.5e+07,6.6,3882,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Drama",3257
"Dark Manhattan",1937,70,24900,5.1,11,4.5,0,0,14.5,14.5,4.5,4.5,24.5,0,4.5,"",0,0,0,1,0,0,0,"Drama",3258
"Darklands",1996,90,750000,4,103,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3259
"David Searching",1997,101,22500,7.3,34,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3260
"Dawn of the Dead",1978,139,1500000,7.7,12621,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",1,0,0,1,0,0,0,"Drama",3261
"Dawn of the Dead",2004,109,2.8e+07,7.4,16283,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0,"Drama",3262
"Day After Tomorrow, The",2004,124,1.25e+08,6.3,23749,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Drama",3263
"Day Without a Mexican, A",2004,100,1500000,5,561,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,1,0,0,0,"Drama",3264
"Day of Defense",2003,102,5e+05,3,8,45.5,0,24.5,0,0,0,0,0,0,24.5,"PG",0,0,0,1,0,0,0,"Drama",3265
"Day of the Dead",1985,97,3500000,6.5,5053,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3266
"Day of the Dolphin, The",1973,104,8500000,5.6,397,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3267
"Day the Earth Stood Still, The",1951,85,960000,8.1,10148,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0,"Drama",3268
"Dayereh",2000,90,10000,7.1,755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3269
"Daylight",1996,110,8e+07,5.4,6979,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Drama",3270
"Days of Thunder",1990,107,6e+07,5.4,9660,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,1,0,1,0,"Drama",3271
"Dead End",1937,93,9e+05,7.5,750,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3272
"Dead Heat on a Merry-Go-Round",1966,104,2e+06,6,167,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,1,0,0,0,"Drama",3273
"Dead Man Walking",1995,122,1.1e+07,7.6,16177,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3274
"Dead Man's Curve",1998,90,1e+06,5.7,1241,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3275
"Dead Poets Society",1989,128,16400000,7.7,43294,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3276
"Dead Presidents",1995,119,1.5e+07,6.3,2641,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Drama",3277
"Dead Ringer",1964,115,1200000,6.8,430,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3278
"Dead Soul: A Fairy Tale",2001,30,8000,5,6,45.5,0,0,0,0,0,0,14.5,14.5,14.5,"",0,0,0,1,0,0,1,"Drama",3279
"Dead Zone, The",1983,103,1e+07,7.2,6338,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3280
"Deadly Harvest",1977,87,250000,5,35,4.5,4.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3281
"Death and the Compass",1992,96,3500000,6,115,4.5,4.5,4.5,4.5,4.5,24.5,4.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3282
"Death of Daniel Whately, The",2004,111,5000,6.6,5,24.5,0,0,0,0,24.5,24.5,0,24.5,24.5,"",0,0,0,1,0,0,0,"Drama",3283
"Death, Can I Buy You a Drink?",2004,22,50000,8.9,15,0,0,0,0,0,0,0,24.5,45.5,24.5,"",0,0,0,1,0,0,1,"Drama",3284
"Decay",1998,80,15000,6.5,8,34.5,0,0,0,0,14.5,0,0,24.5,24.5,"",1,0,0,1,0,0,0,"Drama",3285
"Deep End of the Ocean, The",1999,106,4e+07,5.9,2890,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,"Drama",3286
"Deep End, The",2001,101,3e+06,6.8,3524,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3287
"Deep Impact",1998,120,7.5e+07,5.9,22684,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,"Drama",3288
"Deer Hunter, The",1978,183,1.5e+07,8.1,28210,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0,"Drama",3289
"Defilers, The",1965,69,11000,4.8,49,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3290
"Delayed",2002,103,20000,2.6,18,24.5,4.5,4.5,14.5,0,0,4.5,0,34.5,14.5,"",0,0,1,1,0,0,0,"Drama",3291
"Delinquents, The",1957,72,65000,4.8,33,4.5,4.5,4.5,14.5,14.5,34.5,14.5,0,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3292
"Deliverance",1972,109,2e+06,7.8,14417,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3293
"Delivered",1998,93,1e+06,5.1,73,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3294
"Demetrius and the Gladiators",1954,101,4500000,6.3,374,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3295
"Demo Crew, The",2001,108,1e+05,2.5,23,34.5,0,0,4.5,4.5,4.5,4.5,0,4.5,24.5,"",1,0,0,1,0,0,0,"Drama",3296
"Denial",1998,93,5e+06,5.3,285,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0,"Drama",3297
"Derniers feux",2004,8,50000,9.7,6,0,0,0,0,0,0,0,0,34.5,64.5,"",0,0,0,1,0,0,1,"Drama",3298
"Dersu Uzala",1975,141,4e+06,8.1,2565,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0,"Drama",3299
"Desert Hearts",1985,96,350000,6.4,608,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,1,0,"Drama",3300
"Deserter, The",2003,75,35000,8,7,0,0,0,0,0,0,24.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0,"Drama",3301
"Desperate Characters",1971,87,4e+05,5.6,42,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3302
"Desperate Hours, The",1955,112,2388000,7.4,1082,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"",0,0,0,1,0,0,0,"Drama",3303
"Desperately Seeking Susan",1985,104,4500000,5.6,4853,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0,"Drama",3304
"Detective Fiction",2003,102,2e+05,4.9,41,4.5,0,4.5,14.5,14.5,14.5,4.5,14.5,4.5,24.5,"",0,0,0,1,0,0,0,"Drama",3305
"Detention",2003,98,1e+07,4.1,223,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Drama",3306
"Deterrence",1999,101,8e+05,6.6,796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3307
"Detour",1945,67,30000,7.3,1114,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3308
"Deuces Wild",2002,100,1e+07,5.3,1511,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Drama",3309
"Devil Dogs of the Air",1935,85,350000,5.7,43,4.5,4.5,4.5,4.5,24.5,14.5,34.5,14.5,4.5,4.5,"",1,0,1,1,0,1,0,"Drama",3310
"Devil Is a Woman, The",1935,79,8e+05,7.3,197,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Drama",3311
"Devil's Advocate, The",1997,144,5.7e+07,7,26904,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3312
